C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee eg --graphs -m E_G_10000_episodes -d 0.99 -a 0.5 -e 0.002
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 565: 208.16148639798342
episode 566: -39.39256678467563
episode 567: -48.61977575114328
episode 568: 517.6140357222813
episode 569: 19.487424245732285
episode 570: 753.9629401830454
episode 571: 596.4520260096119
episode 572: -52.23154859329308
episode 573: -42.376444606838334
episode 574: -39.110921150492274
episode 575: -41.856732750965875
episode 576: -26.44121191009528
episode 577: 44.21915236998001
episode 578: 328.0984888352649
episode 579: -35.833587175010074
episode 580: -0.924002414788484
episode 581: 518.4574316558316
episode 582: 244.04238439299147
episode 583: 121.22126682876694
episode 584: -44.44273376268406
episode 585: 628.7734938163159
episode 586: -38.83951315056816
episode 587: -15.99530749910884
episode 588: 162.75493404439027
episode 589: 482.40381040714504
episode 590: -43.11848884181033
episode 591: -41.69200107316249
episode 592: -43.35117278717885
episode 593: -13.218290922147302
episode 594: 137.10083420309945
episode 595: 60.84590968491902
episode 596: -10.82796894658719
episode 597: -31.29126325335367
episode 598: 230.5796309884825
episode 599: -27.607613552034636
episode 600: -26.4316280145575
episode 601: -27.4036981307707
episode 602: -36.953688390520746
episode 603: 114.9167733206549
episode 604: -43.672478884905665
episode 605: -32.30262253981604
episode 606: -35.09708252989797
episode 607: 648.387035559522
episode 608: -28.640385982348946
episode 609: -41.47629223831921
episode 610: 21.240874252279028
episode 611: -35.04444855673338
episode 612: -5.7969637474467515
episode 613: 205.80007865764824
episode 614: -19.97324530924763
episode 615: -42.1528458930444
episode 616: -34.03753154496862
episode 617: 53.54370231462547
episode 618: -34.61059075624163
episode 619: -26.662348359416402
episode 620: -39.91229749295831
episode 621: -47.21551377023465
episode 622: 26.687465674282933
episode 623: 15.916014182184872
episode 624: -23.159274747885117
episode 625: -24.532417005666318
episode 626: 329.13245496359946
episode 627: 60.76743340607977
episode 628: -34.91044409831532
episode 629: -26.75045839735689
episode 630: 94.44612785442524
episode 631: -9.581942467860305
episode 632: -24.85871592967265
episode 633: -18.631423636406012
episode 634: -36.10441992710424
episode 635: -14.612836257555557
episode 636: 59.57712388298041
episode 637: 149.87150148534158
episode 638: 25.501607170718074
episode 639: 199.22229366653235
episode 640: 125.95446868388808
episode 641: 29.89564969275925
episode 642: 110.26416563535798
episode 643: 305.0186251093302
episode 644: -4.812957272190259
episode 645: 179.26278041708252
episode 646: -18.84546695675061
episode 647: 99.25126487046288
episode 648: 135.55896399410636
episode 649: -14.906734125830543
episode 650: 222.74433238930064
episode 651: 192.04292888208596
episode 652: -38.62153629584328
episode 653: 206.319492243466
episode 654: -24.92428464919184
episode 655: 224.18724096510846
episode 656: -39.41407115855825
episode 657: -28.70108968346088
episode 658: -23.260270029109012
episode 659: -45.07536765400464
episode 660: 6.108294098237495
episode 661: -23.98014991620297
episode 662: -30.625639168666552
episode 663: 1.180767686965741
episode 664: 49.57857707378384
episode 665: -32.081041377001995
episode 666: -18.374937075050646
episode 667: -6.80714577498237
episode 668: 124.71681031680833
episode 669: -20.098729546937673
episode 670: 9.71934895483077
episode 671: 0.9407099802043236
episode 672: -40.37511177967884
episode 673: 119.99880825884534
episode 674: 387.71201320202124
episode 675: -39.59702312954603
episode 676: -29.09458999883036
episode 677: 76.49972614206041
episode 678: -33.83542089448811
episode 679: 171.09510046752877
episode 680: 185.9502266674736
episode 681: 394.68609191375333
episode 682: 63.53133802404417
episode 683: 126.96851134657284
episode 684: 113.797554832353
episode 685: 581.8031143274764
episode 686: 114.81414845031227
episode 687: 8.733201988922813
episode 688: 501.4536447279538
episode 689: 96.84891000688836
episode 690: 137.7927969962451
episode 691: 493.85563141066456
episode 692: 41.85623632411963
episode 693: -19.458064904404793
episode 694: 93.35283398584346
episode 695: 45.1445145728465
episode 696: 150.1523626681934
episode 697: 435.38926364424555
episode 698: 619.2768580859507
episode 699: 65.95014674448359
episode 700: 523.9951674130348
episode 701: 0.779569110594278
episode 702: 591.8904913672325
episode 703: 3.4020858625392716
episode 704: -6.944988473676879
episode 705: 71.59294658361307
episode 706: 29.48256931716582
episode 707: 41.90517725674802
episode 708: 9.028887744110953
episode 709: 28.83137166762903
episode 710: 101.38948939211856
episode 711: 243.25373521194416
episode 712: 833.9935330917813
episode 713: -12.856437540264352
episode 714: 334.5360393728699
episode 715: 334.67734185029474
episode 716: 226.76802903907227
episode 717: -32.872810771388224
episode 718: 18.91578331628573
episode 719: 203.45371535957537
episode 720: 407.8215615009629
episode 721: 210.79076347438917
episode 722: 255.53762567839735
episode 723: 607.7013199020213
episode 724: -11.943463231319962
episode 725: 266.14084962446464
episode 726: -36.93283296404193
episode 727: 462.8760694925319
episode 728: 422.22142334429367
episode 729: 561.8170495198307
episode 730: 107.18968815122483
episode 731: 913.6026909571763
episode 732: 1.8584990352432342
episode 733: 97.33437356167707
